Program,Year,Period,Commodity,Data Item,Domain,Value,CV (%)
SURVEY,1989,FEB,CATTLE,"CATTLE, CALVES - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,127,
SURVEY,1989,FEB,CATTLE,"CATTLE, COWS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,48.4,
SURVEY,1989,FEB,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,54.8,
SURVEY,1989,FEB,CATTLE,"CATTLE, STEERS & HEIFERS, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,67.3,
SURVEY,1989,FIRST OF JAN,CATTLE,"CATTLE, BULLS, GE 500 LBS - INVENTORY",TOTAL,"35,000",
SURVEY,1989,FIRST OF JAN,CATTLE,"CATTLE, CALVES - INVENTORY",TOTAL,"1,000,000",
SURVEY,1989,FIRST OF JAN,CATTLE,"CATTLE, COWS - INVENTORY",TOTAL,"1,890,000",
SURVEY,1989,FIRST OF JAN,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,"160,000",
SURVEY,1989,FIRST OF JAN,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,"1,730,000",
SURVEY,1989,FIRST OF JAN,CATTLE,"CATTLE, HEIFERS, GE 500 LBS, (EXCL REPLACEMENT) - INVENTORY",TOTAL,"60,000",
SURVEY,1989,FIRST OF JAN,CATTLE,"CATTLE, HEIFERS, GE 500 LBS, BEEF REPLACEMENT - INVENTORY",TOTAL,"30,000",
SURVEY,1989,FIRST OF JAN,CATTLE,"CATTLE, HEIFERS, GE 500 LBS, MILK REPLACEMENT - INVENTORY",TOTAL,"785,000",
SURVEY,1989,FIRST OF JAN,CATTLE,"CATTLE, INCL CALVES - INVENTORY",TOTAL,"4,100,000",
SURVEY,1989,FIRST OF JAN,CATTLE,"CATTLE, INCL CALVES - INVENTORY, MEASURED IN $",TOTAL,"2,890,500,000",
SURVEY,1989,FIRST OF JAN,CATTLE,"CATTLE, INCL CALVES - INVENTORY, MEASURED IN $ / HEAD",TOTAL,705,
SURVEY,1989,FIRST OF JAN,CATTLE,"CATTLE, ON FEED - INVENTORY",TOTAL,"100,000",
SURVEY,1989,FIRST OF JAN,CATTLE,"CATTLE, STEERS, GE 500 LBS - INVENTORY",TOTAL,"300,000",
SURVEY,1989,JAN,CATTLE,"CATTLE, CALVES - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,125,
SURVEY,1989,JAN,CATTLE,"CATTLE, COWS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,45.6,
SURVEY,1989,JAN,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,52.2,
SURVEY,1989,JAN,CATTLE,"CATTLE, STEERS & HEIFERS, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,65.6,
SURVEY,1989,JUL,CATTLE,"CATTLE, CALVES - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,121,
SURVEY,1989,JUL,CATTLE,"CATTLE, COWS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,48.1,
SURVEY,1989,JUL,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,56,
SURVEY,1989,JUL,CATTLE,"CATTLE, STEERS & HEIFERS, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,66.2,
SURVEY,1989,JUN,CATTLE,"CATTLE, CALVES - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,135,
SURVEY,1989,JUN,CATTLE,"CATTLE, COWS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,48.3,
SURVEY,1989,JUN,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,55.9,
SURVEY,1989,JUN,CATTLE,"CATTLE, STEERS & HEIFERS, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,66.5,
SURVEY,1989,MAR,CATTLE,"CATTLE, CALVES - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,128,
SURVEY,1989,MAR,CATTLE,"CATTLE, COWS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,46.6,
SURVEY,1989,MAR,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,54.3,
SURVEY,1989,MAR,CATTLE,"CATTLE, STEERS & HEIFERS, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,68.9,
SURVEY,1989,MARKETING YEAR,CATTLE,"CATTLE, COWS, MILK - PRICE RECEIVED, MEASURED IN $ / HEAD",TOTAL,990,
SURVEY,1989,MAY,CATTLE,"CATTLE, CALVES - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,135,
SURVEY,1989,MAY,CATTLE,"CATTLE, COWS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,46.9,
SURVEY,1989,MAY,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,56.3,
SURVEY,1989,MAY,CATTLE,"CATTLE, STEERS & HEIFERS, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,67.7,
SURVEY,1989,NOV,CATTLE,"CATTLE, CALVES - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,130,
SURVEY,1989,NOV,CATTLE,"CATTLE, COWS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,47.2,
SURVEY,1989,NOV,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,54,
SURVEY,1989,NOV,CATTLE,"CATTLE, STEERS & HEIFERS, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,66.2,
SURVEY,1989,OCT,CATTLE,"CATTLE, CALVES - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,129,
SURVEY,1989,OCT,CATTLE,"CATTLE, COWS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,48.7,
SURVEY,1989,OCT,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,55.4,
SURVEY,1989,OCT,CATTLE,"CATTLE, STEERS & HEIFERS, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,66.4,
SURVEY,1989,SEP,CATTLE,"CATTLE, CALVES - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,136,
SURVEY,1989,SEP,CATTLE,"CATTLE, COWS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,49.8,
SURVEY,1989,SEP,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,56.1,
SURVEY,1989,SEP,CATTLE,"CATTLE, STEERS & HEIFERS, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,65.6,
SURVEY,1989,YEAR,CATTLE,"CATTLE, (EXCL CALVES) - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,55.3,
SURVEY,1988,APR,CATTLE,"CATTLE, CALVES - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,128,
SURVEY,1988,APR,CATTLE,"CATTLE, COWS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,47.8,
SURVEY,1988,APR,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,57,
SURVEY,1988,APR,CATTLE,"CATTLE, STEERS & HEIFERS, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,67,
SURVEY,1988,AUG,CATTLE,"CATTLE, CALVES - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,119,
SURVEY,1988,AUG,CATTLE,"CATTLE, COWS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,45,
SURVEY,1988,AUG,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,52.4,
SURVEY,1988,AUG,CATTLE,"CATTLE, STEERS & HEIFERS, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,62.9,
SURVEY,1988,DEC,CATTLE,"CATTLE, CALVES - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,120,
SURVEY,1988,DEC,CATTLE,"CATTLE, COWS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,44.8,
SURVEY,1988,DEC,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,53.6,
SURVEY,1988,DEC,CATTLE,"CATTLE, STEERS & HEIFERS, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,66.3,
SURVEY,1988,END OF DEC,CATTLE,"CATTLE, COWS, BEEF - OPERATIONS WITH INVENTORY",TOTAL,"10,300",
SURVEY,1988,END OF DEC,CATTLE,"CATTLE, COWS, MILK - OPERATIONS WITH INVENTORY",TOTAL,"36,000",
SURVEY,1988,END OF DEC,CATTLE,"CATTLE, INCL CALVES - OPERATIONS WITH INVENTORY",TOTAL,"58,000",
SURVEY,1988,FEB,CATTLE,"CATTLE, CALVES - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,124,
SURVEY,1988,FEB,CATTLE,"CATTLE, COWS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,47.4,
SURVEY,1988,FEB,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,53.8,
SURVEY,1988,FEB,CATTLE,"CATTLE, STEERS & HEIFERS, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,61.6,
SURVEY,1988,FIRST OF JAN,CATTLE,"CATTLE, BULLS, GE 500 LBS - INVENTORY",TOTAL,"34,000",
SURVEY,1988,FIRST OF JAN,CATTLE,"CATTLE, CALVES - INVENTORY",TOTAL,"1,015,000",
SURVEY,1988,FIRST OF JAN,CATTLE,"CATTLE, COWS - INVENTORY",TOTAL,"1,990,000",
SURVEY,1988,FIRST OF JAN,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,"200,000",
SURVEY,1988,FIRST OF JAN,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,"1,790,000",
SURVEY,1988,FIRST OF JAN,CATTLE,"CATTLE, HEIFERS, GE 500 LBS, (EXCL REPLACEMENT) - INVENTORY",TOTAL,"80,000",
SURVEY,1988,FIRST OF JAN,CATTLE,"CATTLE, HEIFERS, GE 500 LBS, BEEF REPLACEMENT - INVENTORY",TOTAL,"41,000",
SURVEY,1988,FIRST OF JAN,CATTLE,"CATTLE, HEIFERS, GE 500 LBS, MILK REPLACEMENT - INVENTORY",TOTAL,"775,000",
SURVEY,1988,FIRST OF JAN,CATTLE,"CATTLE, INCL CALVES - INVENTORY",TOTAL,"4,230,000",
SURVEY,1988,FIRST OF JAN,CATTLE,"CATTLE, INCL CALVES - INVENTORY, MEASURED IN $",TOTAL,"2,770,650,000",
SURVEY,1988,FIRST OF JAN,CATTLE,"CATTLE, INCL CALVES - INVENTORY, MEASURED IN $ / HEAD",TOTAL,655,
SURVEY,1988,FIRST OF JAN,CATTLE,"CATTLE, ON FEED - INVENTORY",TOTAL,"110,000",
SURVEY,1988,FIRST OF JAN,CATTLE,"CATTLE, STEERS, GE 500 LBS - INVENTORY",TOTAL,"295,000",
SURVEY,1988,JAN,CATTLE,"CATTLE, CALVES - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,117,
SURVEY,1988,JAN,CATTLE,"CATTLE, COWS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,45.9,
SURVEY,1988,JAN,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,52.6,
SURVEY,1988,JAN,CATTLE,"CATTLE, STEERS & HEIFERS, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,59.5,
SURVEY,1988,JUL,CATTLE,"CATTLE, CALVES - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,116,
SURVEY,1988,JUL,CATTLE,"CATTLE, COWS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,43.8,
SURVEY,1988,JUL,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,51.1,
SURVEY,1988,JUL,CATTLE,"CATTLE, STEERS & HEIFERS, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,61.7,
SURVEY,1988,JUN,CATTLE,"CATTLE, CALVES - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,126,
SURVEY,1988,JUN,CATTLE,"CATTLE, COWS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,42.8,
SURVEY,1988,JUN,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,52,
SURVEY,1988,JUN,CATTLE,"CATTLE, STEERS & HEIFERS, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,61.7,
SURVEY,1988,MAR,CATTLE,"CATTLE, CALVES - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,126,
SURVEY,1988,MAR,CATTLE,"CATTLE, COWS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,47.5,
SURVEY,1988,MAR,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,55,
SURVEY,1988,MAR,CATTLE,"CATTLE, STEERS & HEIFERS, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,65.6,
SURVEY,1988,MARKETING YEAR,CATTLE,"CATTLE, COWS, MILK - PRICE RECEIVED, MEASURED IN $ / HEAD",TOTAL,935,
SURVEY,1988,MAY,CATTLE,"CATTLE, CALVES - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,137,
SURVEY,1988,MAY,CATTLE,"CATTLE, COWS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,47.8,
SURVEY,1988,MAY,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,58.5,
SURVEY,1988,MAY,CATTLE,"CATTLE, STEERS & HEIFERS, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,68,
SURVEY,1988,NOV,CATTLE,"CATTLE, CALVES - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,120,
SURVEY,1988,NOV,CATTLE,"CATTLE, COWS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,43.3,
SURVEY,1988,NOV,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,51.3,
SURVEY,1988,NOV,CATTLE,"CATTLE, STEERS & HEIFERS, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,64.6,
SURVEY,1988,OCT,CATTLE,"CATTLE, CALVES - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,124,
SURVEY,1988,OCT,CATTLE,"CATTLE, COWS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,45.1,
SURVEY,1988,OCT,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,53.8,
SURVEY,1988,OCT,CATTLE,"CATTLE, STEERS & HEIFERS, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,66,
SURVEY,1988,SEP,CATTLE,"CATTLE, CALVES - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,126,
SURVEY,1988,SEP,CATTLE,"CATTLE, COWS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,45.8,
SURVEY,1988,SEP,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,54.6,
SURVEY,1988,SEP,CATTLE,"CATTLE, STEERS & HEIFERS, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,64.9,
SURVEY,1988,YEAR,CATTLE,"CATTLE, (EXCL CALVES) - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,53.7,
SURVEY,1987,APR,CATTLE,"CATTLE, CALVES - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,97.3,
SURVEY,1987,APR,CATTLE,"CATTLE, COWS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,43,
SURVEY,1987,APR,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,51,
SURVEY,1987,APR,CATTLE,"CATTLE, STEERS & HEIFERS, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,57,
SURVEY,1987,AUG,CATTLE,"CATTLE, CALVES - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,117,
SURVEY,1987,AUG,CATTLE,"CATTLE, COWS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,43.6,
SURVEY,1987,AUG,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,51.4,
SURVEY,1987,AUG,CATTLE,"CATTLE, STEERS & HEIFERS, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,59.5,
SURVEY,1987,DEC,CATTLE,"CATTLE, CALVES - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,114,
SURVEY,1987,DEC,CATTLE,"CATTLE, COWS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,44.6,
SURVEY,1987,DEC,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,51,
SURVEY,1987,DEC,CATTLE,"CATTLE, STEERS & HEIFERS, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,58.6,
SURVEY,1987,END OF DEC,CATTLE,"CATTLE, COWS, BEEF - OPERATIONS WITH INVENTORY",TOTAL,"10,500",
SURVEY,1987,END OF DEC,CATTLE,"CATTLE, COWS, MILK - OPERATIONS WITH INVENTORY",TOTAL,"37,000",
SURVEY,1987,END OF DEC,CATTLE,"CATTLE, INCL CALVES - OPERATIONS WITH INVENTORY",TOTAL,"60,000",
SURVEY,1987,FEB,CATTLE,"CATTLE, CALVES - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,90,
SURVEY,1987,FEB,CATTLE,"CATTLE, COWS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,40.6,
SURVEY,1987,FEB,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,47.6,
SURVEY,1987,FEB,CATTLE,"CATTLE, STEERS & HEIFERS, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,54.5,
SURVEY,1987,FIRST OF JAN,CATTLE,"CATTLE, BULLS, GE 500 LBS - INVENTORY",TOTAL,"34,000",
SURVEY,1987,FIRST OF JAN,CATTLE,"CATTLE, CALVES - INVENTORY",TOTAL,"975,000",
SURVEY,1987,FIRST OF JAN,CATTLE,"CATTLE, COWS - INVENTORY",TOTAL,"2,015,000",
SURVEY,1987,FIRST OF JAN,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,"190,000",
SURVEY,1987,FIRST OF JAN,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,"1,825,000",
SURVEY,1987,FIRST OF JAN,CATTLE,"CATTLE, HEIFERS, GE 500 LBS, (EXCL REPLACEMENT) - INVENTORY",TOTAL,"98,000",
SURVEY,1987,FIRST OF JAN,CATTLE,"CATTLE, HEIFERS, GE 500 LBS, BEEF REPLACEMENT - INVENTORY",TOTAL,"47,000",
SURVEY,1987,FIRST OF JAN,CATTLE,"CATTLE, HEIFERS, GE 500 LBS, MILK REPLACEMENT - INVENTORY",TOTAL,"814,000",
SURVEY,1987,FIRST OF JAN,CATTLE,"CATTLE, INCL CALVES - INVENTORY",TOTAL,"4,260,000",
SURVEY,1987,FIRST OF JAN,CATTLE,"CATTLE, INCL CALVES - INVENTORY, MEASURED IN $",TOTAL,"2,577,300,000",
SURVEY,1987,FIRST OF JAN,CATTLE,"CATTLE, INCL CALVES - INVENTORY, MEASURED IN $ / HEAD",TOTAL,605,
SURVEY,1987,FIRST OF JAN,CATTLE,"CATTLE, ON FEED - INVENTORY",TOTAL,"120,000",
SURVEY,1987,FIRST OF JAN,CATTLE,"CATTLE, STEERS, GE 500 LBS - INVENTORY",TOTAL,"277,000",
SURVEY,1987,JAN,CATTLE,"CATTLE, CALVES - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,91.4,
SURVEY,1987,JAN,CATTLE,"CATTLE, COWS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,39.2,
SURVEY,1987,JAN,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,46.1,
SURVEY,1987,JAN,CATTLE,"CATTLE, STEERS & HEIFERS, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,51.7,
SURVEY,1987,JUL,CATTLE,"CATTLE, CALVES - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,107,
SURVEY,1987,JUL,CATTLE,"CATTLE, COWS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,43.2,
SURVEY,1987,JUL,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,52.5,
SURVEY,1987,JUL,CATTLE,"CATTLE, STEERS & HEIFERS, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,60.4,
SURVEY,1987,JUN,CATTLE,"CATTLE, CALVES - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,110,
SURVEY,1987,JUN,CATTLE,"CATTLE, COWS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,43.3,
SURVEY,1987,JUN,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,53.2,
SURVEY,1987,JUN,CATTLE,"CATTLE, STEERS & HEIFERS, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,60.7,
SURVEY,1987,MAR,CATTLE,"CATTLE, CALVES - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,88.8,
SURVEY,1987,MAR,CATTLE,"CATTLE, COWS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,43.5,
SURVEY,1987,MAR,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,49.3,
SURVEY,1987,MAR,CATTLE,"CATTLE, STEERS & HEIFERS, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,55.4,
SURVEY,1987,MARKETING YEAR,CATTLE,"CATTLE, COWS, MILK - PRICE RECEIVED, MEASURED IN $ / HEAD",TOTAL,880,
SURVEY,1987,MAY,CATTLE,"CATTLE, CALVES - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,113,
SURVEY,1987,MAY,CATTLE,"CATTLE, COWS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,43.1,
SURVEY,1987,MAY,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,52.2,
SURVEY,1987,MAY,CATTLE,"CATTLE, STEERS & HEIFERS, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,59.2,
SURVEY,1987,NOV,CATTLE,"CATTLE, CALVES - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,118,
SURVEY,1987,NOV,CATTLE,"CATTLE, COWS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,42.9,
SURVEY,1987,NOV,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,50.1,
SURVEY,1987,NOV,CATTLE,"CATTLE, STEERS & HEIFERS, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,58.4,
SURVEY,1987,OCT,CATTLE,"CATTLE, CALVES - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,119,
SURVEY,1987,OCT,CATTLE,"CATTLE, COWS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,43.6,
SURVEY,1987,OCT,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,51.4,
SURVEY,1987,OCT,CATTLE,"CATTLE, STEERS & HEIFERS, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,59.5,
SURVEY,1987,SEP,CATTLE,"CATTLE, CALVES - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,119,
SURVEY,1987,SEP,CATTLE,"CATTLE, COWS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,44.5,
SURVEY,1987,SEP,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,52.6,
SURVEY,1987,SEP,CATTLE,"CATTLE, STEERS & HEIFERS, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,60.8,
SURVEY,1986,APR,CATTLE,"CATTLE, CALVES - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,87,
SURVEY,1986,APR,CATTLE,"CATTLE, COWS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,34.1,
SURVEY,1986,APR,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,40.5,
SURVEY,1986,APR,CATTLE,"CATTLE, STEERS & HEIFERS, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,47.6,
SURVEY,1986,AUG,CATTLE,"CATTLE, CALVES - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,81.8,
SURVEY,1986,AUG,CATTLE,"CATTLE, COWS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,35.7,
SURVEY,1986,AUG,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,44.2,
SURVEY,1986,AUG,CATTLE,"CATTLE, STEERS & HEIFERS, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,50.9,
SURVEY,1986,DEC,CATTLE,"CATTLE, CALVES - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,82.8,
SURVEY,1986,DEC,CATTLE,"CATTLE, COWS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,34.4,
SURVEY,1986,DEC,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,42,
SURVEY,1986,DEC,CATTLE,"CATTLE, STEERS & HEIFERS, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,50.8,
SURVEY,1986,END OF DEC,CATTLE,"CATTLE, COWS, BEEF - OPERATIONS WITH INVENTORY",TOTAL,"11,000",
SURVEY,1986,END OF DEC,CATTLE,"CATTLE, COWS, MILK - OPERATIONS WITH INVENTORY",TOTAL,"39,000",
SURVEY,1986,END OF DEC,CATTLE,"CATTLE, INCL CALVES - OPERATIONS WITH INVENTORY",TOTAL,"62,000",
SURVEY,1986,FEB,CATTLE,"CATTLE, CALVES - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,89,
SURVEY,1986,FEB,CATTLE,"CATTLE, COWS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,36,
